ul.	Dziadoszańska
ul.	Działkowa
ul.	Działoszycka
ul.	Działowa
ul.	Działyńskich
ul.	Dzicza
ul.	Dzieci Wrzesińskich
ul.	Dziedzicka
ul.	Dzięgielowa
ul.	Dziekańska
ul.	Dziewanny
ul.	Dziewińska
ul.	Dziurawcowa
ul.	Dziwnowska
skwer	Rabina Akivy Egera
ul.	Elbląska
ul.	Wawrzyńca Engeströma
ul.	Epicka
ul.	Ewarysta Estkowskiego
ul.	Estońska
ul.	Eurypidesa
ul.	Ewangelicka
ul.	Ezopa
ul.	Fabianowo
ul.	Fabryczna
ul.	Falista
ul.	Faszynowa
ul.	Fedrusa
zaułek	Krystyny Feldman
ul.	Arkadego Fiedlera
ul.	Augusta Emila Fieldorfa
ul.	Figowa
ul.	Filarecka
ul.	Filipińska
ul.	Fiołkowa
ul.	Franciszka Firlika
ul.	Floksowa
ul.	św. Floriana
ul.	Folwarczna
ul.	Forsycjowa
ul.	Forteczna
ul.	Franciszkańska
ul.	Franowo
ul.	Aleksandra Fredry
ul.	Fregatowa
ul.	Frezjowa
ul.	Fromborska
ul.	Aleksandra Gabszewicza
park	Jurija Gagarina
ul.	Tadeusza Gajcego
ul.	Gajowa
ul.	Konstantego Ildefonsa Gałczyńskiego
ul.	Galeonowa
ul.	Galileusza
ul.	Galla Anonima
ul.	Garaszewo
ul.	Garbary
ul.	Józefa Garczyńskiego
ul.	Gardowska
ul.	Garncarska
ul.	Maksymiliana Garsteckiego
ul.	Gąsawska
ul.	Gąsiorowskich
ul.	Gdańska
ul.	Gdyńska
ul.	Geodetów
ul.	Gerberowa
ul.	Czesława Gerwela
ul.	Gęsia
ul.	Wacława Gieburowskiego
ul.	Giżycka
ul.	Gladiolowa
ul.	Gładka
ul.	Głazowa
ul.	Głęboka
ul.	Glebowa
ul.	Gliniana
ul.	Glinianki
ul.	Glinienko
ul.	Glinno
ul.	Gliwicka
ul.	Głogowa
ul.	Głogowska
ul.	Głowicka
ul.	Główieniec
ul.	Główna
ul.	Głuchowska
ul.	Głuszyna
ul.	Gminna
ul.	Gniewka
ul.	Gniewska
ul.	Gnieźnieńska
ul.	Johanna Wolfganga Goethego
ul.	Nikołaja Gogola
ul.	Poli Gojawiczyńskiej
ul.	Gołdapska
ul.	Gołębia
ul.	Golęcińska
ul.	Goleszowska
ul.	Gołężycka
ul.	Antoniego Gołubiewa
ul.	Gołuchowska
ul.	Witolda Gombrowicza
ul.	Goplańska
ul.	Gorajska
ul.	Góralska
ul.	Góra Przemysła
ul.	Gorczycowa
ul.	Jana Gorczyczewskiego
ul.	Górczyńska
park	Górczyński
ul.	Górecka
ul.	Górki
ul.	Gorlicka
ul.	Górna Wilda
ul.	Górnicza
ul.	Górska
ul.	Gorzowska
ul.	Gorzyńska
ul.	Gorzysława
ul.	Gościnna
ul.	Wiktora Gosienieckiego
ul.	Gospodarska
ul.	Gostyńska
ul.	Goździkowa
ul.	Grąbczowska
ul.	Grabowa
ul.	Grabowska
ul.	Gradowa
ul.	Grajewska
ul.	Granatowa
ul.	Graniczna
ul.	Graniowa
ul.	Granowska
ul.	Wilhelma Grimma
ul.	Józefa Edwarda Grobelnego
ul.	Grobla
ul.	Jana Grochmalickiego
ul.	Grochowe Łąki
ul.	Stanisława Grochowiaka
ul.	Grochowska
ul.	Grodnicka
ul.	Grodzieńska
ul.	Grodziska
ul.	Grójecka
ul.	Gromadzka
ul.	Gronostajowa
ul.	Gronowa
ul.	Stefana Grota-Roweckiego
ul.	Grotkowska
ul.	Artura Grottgera
ul.	Grudziądzka
ul.	Grudzieniec
ul.	Gruntowa
ul.	Grunwaldzka
ul.	Gruszkowa
ul.	Gruzińska
ul.	Gryczana
ul.	Gryfińska
ul.	Adama Grześkiewicza
ul.	Stanisława Grzmota-Skotnickiego
ul.	Grzybowa
ul.	Gubińska
ul.	Guliwera
ul.	Gwarna
ul.	Gwiaździsta
ul.	Adama Haber-Włyńskiego
ul.	Hajduczka
ul.	Haliny
ul.	Józefa Hallera
ul.	Halna
ul.	Halszki
ul.	Hangarowa
ul.	Harcerska
ul.	Hawelańska
ul.	Stanisława Hejmowskiego
ul.	Helska
ul.	Zbigniewa Herberta
ul.	Herbowa
ul.	Aleksandra Hercena
ul.	Gustawa Herlinga-Grudzińskiego
ul.	Hetmańska
os.	Hetmańskie HCP
ul.	Heweliusza
ul.	Hezjoda
ul.	Hiacyntowa
ul.	Marka Hłaski
ul.	Prymasa Augusta Hlonda
ul.	Hodowlana
ul.	Klementyny Hoffmanowej
ul.	Homera
ul.	Horacego
ul.	Hoża
ul.	Hrubieszowska
ul.	Konstantego Hrynakowskiego
ul.	Hubalczyków
ul.	Huby Moraskie
ul.	Hulewiczów
ul.	Husarska
ul.	Hutnicza
ul.	Franciszka Hynka
ul.	Ludwika Idzikowskiego
ul.	Ikara
ul.	Kazimiery Iłłakowiczówny
ul.	Iłowska
ul.	Iłżańska
ul.	Inflancka
ul.	Inowrocławska
ul.	Inspektowa
