,"ADRES ","OBIEKT ZABYTKOWY","NR REJESTRU","DATA DECYZJI"
,"Półwiejska ul. 33","Kamienica","A 405","1993.01.06"
,"Półwiejska ul. 39","Kamienica","A 385","1992.07.02"
,"Półwiejska ul. 42 / Kościuszki","Browar, ob. centrum handlowe","A 251","1984.09.21"
,"Prądzyńskiego ul. 53","Szkoła powszechna","A 259","1984.10.20"
,"Przemysłowa ul. 62","Łaźnia Miejska, ob. PP","A 475","2002.12.12"
,"Przemysłowa ul. 70","Dom mieszkalny","A 247","1983.08.01"
,"Przybyszewskiego ul. 49","Szpital Diakonisek","A 206","1978.11.08"
,"Ratajczaka ul. 38/40","Biblioteka Uniwersytecka","A 199","1977.06.29"
,"Ratajskiego pl. 8","Prowincjonalna Ubezpieczalnia Ogniowa, ob. PZU","A 264 ","1985.02.25"
,"Rejtana ul. 8","Kościół paraf. pw. św. Stanisława Kostki","A 277","1985.02.27"
,"Rocha św. ul. 10","Kościół paraf. pw. św. Rocha","A 276","1985.02.27"
,"Roosevelta ul. / Bukowska","Hala Reprezentacyjna (PWK), ob. MTP","A 271","1984.11.15"
,"Roosevelta ul. 4 / Zacisze 2","Kamienica","A 416","1993.12.31"
,"Różana ul.  1/3","Szkoła powszechna","A 260","1984.10.20"
,"Różana ul. 13","Kamienica","A 458","1997.05.05"
,"Rumiankowa ul.","Aleja kasztanowców"," 1912/A","1990.04.18"
,"Rybaki ul. 17/ Łąkowa 11","Królewska Szkoła Budownictwa","A 280","1985.03.13"
,"Rybaki ul. 18 a","Dom Samotnych","A 279","1985.03.13"
,"Sanatoryjna ul.","Park przy dworze w Kiekrzu"," 2192/A","1981.03.02"
,"Sieroca ul. 3/4","Kamienica","A 295","1986.09.15"
,"Sieroca ul. 5/6","Kamienica","A 296","1986.09.15"
,"Sióstr Misjonarek ul.  5","Pałac w Morasku i teren folwarku","A 394","1992.12.14"
,"Sióstr Misjonarek ul. 10","Dwór w Morasku","A 401","1965.07.21"
,"Skłodowskiej - Curie pl. 1","Szkoła powszechna, ob. PP","A 327","1991.10.29"
,"Skłodowskiej - Curie pl. 2","Zakład dla Starców Fundacji Bergera, ob. PP","A 328","1991.10.31"
,"Skłodowskiej - Curie pl. 5","Królewska  Szkoła Budowy Maszyn, ob. PP","A 329","1991.11.22"
,"Skłodowskiej - Curie pl. 5 a","Dom mieszkalny  Królewskiej  Szkoły Budowy Maszyn, ob. PP","A 433","1993.12.29"
,"Skoczowska ul. 19","Dwór, zabudowa gospodarcza i park","A 287","1985.06.09"
,"Słowackiego ul. 54/56","Szkoła powszechna","A 261","1984.10.20"
,"Słowackiego ul. 58/60","Szkoła powszechna","A 262","1984.10.20"
,"Smolna ul. 17/19","Cmentarzysko kultury łużyckiej","A 182","1971.12.01"
,"Spichrzowa ul. 37","Cmentarzysko kultury grobów podkloszowych","A 189","1971.12.01"
,"Spławie ul. 86","Kościół paraf. pw. św. Andrzeja Ap. w Spławiu"," 1840/A","1932.12.21"
,"Spławie, ul. Przemyska","Osada wczesnośredniowieczna","A 194","1972.12.18"
,"Spławie, ul. Szczepankowo, Bobrownicka","Osada wczesnośredniowieczna","A 193","1972.12.18"
,"Spławie, ul. Szczepankowo, Borecka","Osada neolityczna","A 192","1972.12.18"
,"Stary Rynek  1","Ratusz, ob. muzeum","A 007","1971.03.24"
,"Stary Rynek  3","Odwach, ob. muzeum","A 008","1971.03.24"
,"Stary Rynek 11-26","Domki budnicze","A 075","1934.09.14"
,"Stary Rynek 27 ","Kamienica","A 076","1934.09.14"
,"Stary Rynek 28","Kamienica","A 077","1934.09.14"
,"Stary Rynek 29","Kamienica","A 078","1934.09.14"
,"Stary Rynek 37","Kamienica","A 079","1974.11.30"
,"Stary Rynek 41","Kamienica","A 080","1974.11.30"
,"Stary Rynek 42","Kamienica","A 081","1974.11.30"
,"Stary Rynek 43","Kamienica","A 082","1974.11.30"
,"Stary Rynek 45","Kamienica ","A 083","1974.11.30"
,"Stary Rynek 48","Kamienica","A 084","1974.09.19"
,"Stary Rynek 49","Kamienica","A 085","1974.11.30"
,"Stary Rynek 50","Kamienica","A 086","1974.11.30"
,"Stary Rynek 51","Kamienica","A 087","1934.09.14"
,"Stary Rynek 55","Kamienica ","A 088","1974.11.30"
,"Stary Rynek 61","Kamienica","A 089","1934.09.14"
,"Stary Rynek 62","Kamienica","A 090","1934.09.14"
,"Stary Rynek 63","Kamienica","A 091","1934.09.14"
,"Stary Rynek 64","Kamienica","A 092","1934.09.14"
,"Stary Rynek 75 /  Sieroca 2","Kamienica","A 392","1992.07.09"
,"Stary Rynek 76","Kamienica","A 285","1985.03.14"
,"Stary Rynek 78","Pałac Działyńskich","A 024","1971.03.31"
,"Stary Rynek 79","Kamienica","A 093","1934.09.14"
,"Stary Rynek 83","Kamienica","A 094","1934.09.14"
,"Stary Rynek 84/Zamkowa","Kamienica","A 095","1934.09.14"
,"Stary Rynek 92/Wroniecka","Kamienica","A 096","1934.09.14"
,"Stary Rynek 93","Kamienica","A 284","1985.03.14"
,"Stary Rynek 95/96","Kamienica","A 097","1934.09.14"
,"Stary Rynek 97/100","Kamienica","A 098","1934.09.14"
,"Strusia ul.  3/3a","Kamienica","A 330","1993.08.31"
,"Strusia ul. 12","Szkoła powszechna","A 427","1993.11.24"
,"Strzelecka ul. 10","Gimnazjum, ob. III LO","A 014","1958.04.18"
,"Strzelecka ul. 25","Kamienica","A 398","1992.10.07"
,"Strzelecka ul. 30","Kamienica","A 451","1996.05.16"
,"Strzelecka ul. 33","Kantor fabryki  H. Cegielskiego","A 243","1982.12.13"
,"Strzelecka ul. 40 / Kościuszki 3","Kościół Karmelitów Trzewiczkowych pw. Bożego Ciała","A 170","1931.02.25"
,"Strzelecka ul. 40 / Kościuszki 3","Klasztor Karmelitów Trzewiczkowych","A 171","1960.02.20"
,"Sypniewo ul. 10","Dwór i park w Głuszynie-Piotrowie","A 317","1990.03.19"
,"Szamarzewskiego ul. 3","Kościół ewang., ob. rzym.-kat. pw. Podwyższenia Krzyża św.","A 292","1986.09.09"
,"Szczepankowo, ul. Michałowo, Sowice","Osada okresu lateńskiego","A 190","1972.12.18"
,"Szczepankowo, ul. Spławie","Osada wczesnośredniowieczna","A 191","1972.12.18"
,"Szewska ul.  3","Kamienica","A 099","1958.04.11"
,"Szewska ul.  5/6","Kamienica","A 100","1960.02.22"
,"Szewska ul. 13","Kamienica","A 101","1958.04.11"
,"Szewska ul. 17/18","Dom klasztorny dominikański","A 174","1960.02.22"
,"Szewska ul. 18","Kościół Dominikanów pw. św. Dominika i MB Pocieszenia ","A 172","1931.02.26"
,"Szewska ul. 18","Klasztor Dominikanów, ob. Jezuitów","A 173","1966.04.25"
,"Szewska ul. 19/20a - Dominikańska 4","Kamienica","A 437","1994.12.12"
,"Szkolna ul. 4","Kamienica","A 102","1966.04.23"
,"Szkolna ul. 5 - Wrocławska 6 - Gołębia 5","Zespół kamienic Deierlinga","A 468","2002.06.05"
,"Szkolna ul. 8/12","Klasztor Karmelitanek, ob. szpital","A 312","1987.12.02"
,"Szyperska ul. 9 / Piaskowa 4/5","Dom mieszkalny","A 104","1958.04.11"
,"Ściegiennego ul. / Kordeckiego","Cmentarz Górczyński ","A 238","1984.02.09"
,"Śniadeckich ul. 54/58","Pałac Sportu (PWK), ob. szkoła","A 263","1984.10.20"
,"Śródecki  Rynek","Kościół pw. św. Małgorzaty","A 168","1930.02.14"
,"Śródecki Rynek 4","Cmentarzysko średniowieczne","A 456","1995.04.27"
,"Święcickiego ul. 6","Pałac Sztuki (PWK), ob. Collegium Anatomicum AM","A 297","1986.12.02"
,"Świętosławska ul. 6","Kamienica","A 105","1958.04.11"
,"Świętosławska ul. 7","Kamienica","A 106","1958.04.11"
,"Świętosławska ul. 8","Kamienica","A 107","1958.04.11"
,"Świętosławska ul. 9","Kamienica","A 108","1958.04.11"
,"Taczaka ul. 22/23","Kamienica z oficynami","A 454","1996.09.27"
,"Towarowa ul. ","Most Dworcowy","A 413","1993.04.19"
,"Umultowska ul. 127","Dwór w Umultowie"," 1025/A","1970.03.12"
,"Warszawska ul. 24","Kościół Joannitów pw. św. Jana Jerozolimskiego","A 175","1931.02.26"
,"Warszawska ul. 24","Cmentarzysko i osada z okresu rzymskiego","A 188","1971.12.01"
,"Wielka ul. ","Pozostałości Bramy Chwaliszewskiej","A 455","1996.12.12"
,"Wielka ul.  9 / Szewska 21","Kamienica","A 411","1993.04.28"
,"Wielka ul. 10","Kamienica","A 110","1958.04.11"
,"Wielka ul. 20","Kamienica","A 281","1985.03.13"
,"Wielka ul. 21","Kamienica","A 282","1985.02.25"
,"Wielka ul. 27-28","Kamienica","A 387","1992.04.21"
,"Wielkopolski pl. 9","Sąd Ziemski i Miejski, ob. ASP","A 311","1987.06.14"
,"Wieniawskiego ul. 1","Collegium Minus UAM","A 010","1966.04.16"
,"Wierzbięcice ul. 20","Dom mieszkalny","A 246","1983.08.01"
,"Wierzbięcice ul. 30","Kamienica","A 390","1992.11.03"
,"Wierzbięcice ul. 41/41a","Kamienica","A 431","1994.04.19"
,"Wieżowa ul. 2/4","Kaplica pw. Zwiastowania NMP ","A 359","1992.07.16"
,"Wildecki  Rynek","Kościół ewang., ob. rzym.-kat. pw. Marii Królowej","A 229","1980.03.20"
,"Wincentego św. ul. 1","Przytulisko dla Bezdomnych","A 309","1987.04.10"
,"Wodna ul. 21","Kamienica","A 111","1958.04.11"
,"Wodna ul. 22","Kamienica","A 112","1958.04.11"
,"Wodna ul. 27","Pałac Górków, ob. muzeum","A 025","1971.03.30"
,"Wojciech św. ul.  1","Dom mieszkalny","A 113","1966.04.25"
,"Wojciech św. ul. 13","Kościół paraf. pw. św. Wojciecha","A 151","1931.02.26"
,"Wojciech św. ul. 13","Dzwonnica przy kościele św.Wojciecha","A 177","1960.02.20"
,"Wojska Polskiego ul. 52","Dom Bractwa Kurkowego, ob. AR","A 360","1991.10.24"
,"Wojska Polskiego ul. 71","Dwór Schwarzkopffa i park, ob. AR ","A 326","1991.10.30"
,"Wolności Pl.  3","Pocztowa Kasa Oszczędności","A 204","1978.11.08"
,"Wolności Pl.  4","Dom Handlowy, ob. bank","A 434","1994.04.19"
,"Wolności Pl. 11 / Ratajczaka 44","Teatr Miejski, ob. Arkadia","A 218","1979.04.09"
,"Wolności Pl. 15","Bank Wschodni","A 417","1994.10.05"
,"Wolności Pl. 19","Biblioteka Raczyńskich","A 015","1971.03.24"
,"Woźna ul.  2/3","Kamienica","A 114","1958.04.11"
,"Woźna ul.  4","Kamienica","A 115","1958.04.11"
,"Woźna ul.  5","Kamienica","A 116","1966.04.25"
,"Woźna ul.  7/8, 9","Kamienica ze składnicą win","A 421","1994.07.14"
,"Woźna ul. 15","Kamienica","A 117","1958.04.11"
,"Wrocławska ul.  2","Kamienica","A 118","1966.04.25"
,"Wrocławska ul.  7","Kamienica","A 119","1958.04.11"
,"Wrocławska ul.  9","Kamienica z oficyną","A 453","1996.09.25"
,"Wrocławska ul. 10","Kamienica","A 120","1958.04.18"
,"Wrocławska ul. 11","Kamienica","A 121","1958.04.11"
,"Wrocławska ul. 13","Kamienica","A 122","1958.04.11"
,"Wrocławska ul. 14","Kamienica","A 124","1966.04.25"
,"Wrocławska ul. 15","Kamienica","A 123","1958.04.11"
,"Wrocławska ul. 16","Kamienica","A 125","1966.04.29"
,"Wrocławska ul. 18","Kamienica","A 126","1958.04.11"
,"Wrocławska ul. 19","Kamienica","A 127","1958.04.11"
,"Wrocławska ul. 25","Mur obronny","A 004","1960.02.20"
,"Wrocławska ul. 25","Hotel Saski","A 017","1958.04.11"
,"Wroniecka ul. 14","Kamienica","A 129","1960.03.29"
,"Wroniecka ul. 15","Kamienica","A 130","1958.04.11"
,"Wroniecka ul. 19","Kamienica","A 131","1958.04.11"
,"Wroniecka ul. 20","Kamienica","A 132","1958.04.11"
,"Wroniecka ul. 23","Kamienica","A 133","1966.04.25"
,"Wroniecka ul. 24","Dom mieszkalny","A 134","1958.04.11"
,"Wszystkich Świętych ul. 4","Fabryka Zeylanda","A 240","1982.10.07"
,"Wykopy ul. 11","Dwór i park na Rudniczu","A 200","1977.11.21"
,"Wyspiańskiego ul. 10 / Chełmońskiego","Kamienica","A 409","1993.03.05"
,"Wyspiańskiego ul. 15","Kamienica","A 445","1995.06.05"
,"Za Groblą ul. 5","Kamienica","A 435","1994.10.07"
,"Zwierzyniecka ul.  3","Drukarnia ""Concordia""","A 443","1995.05.31"
,"Zwierzyniecka ul. 13","Resursa Kupiecka","A 472","2002.10.15"
,"Zwierzyniecka ul. 19","Ogród Zoologiczny","A 201","1978.04.25"
,"Zwierzyniecka ul. 20","Kamienica","A 205","1978.11.06"
,"Żydowska ul. ","Kościół rektorski pw. Najśw. Krwi Pana Jezusa","A 154","1931.02.26"
,"Żydowska ul.  1","Kamienica","A 138","1958.04.11"
,"Żydowska ul.  2/3","Kamienica","A 139","1958.04.11"
,"Żydowska ul.  4","Kamienica","A 140","1966.04.25"
,"Żydowska ul.  6","Kamienica","A 141","1958.04.11"
,"Żydowska ul.  7","Kamienica","A 142","1966.04.25"
,"Żydowska ul.  8","Kamienica","A 143","1966.04.25"
,"Żydowska ul. 10","Kamienica","A 144","1966.04.25"
,"Żydowska ul. 12","Kamienica","A 408","1993.03.01"
,"Żydowska ul. 19","Kamienica","A 145","1966.04.25",,
,"Żydowska ul. 32","Dom mieszkalny","A 146","1958.04.11"
,"Żydowska ul. 33","Kamienica","A 147","1958.04.11",,,,,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
